WKT,name,description
"LINESTRING (29.696399688720703 30.917699813842773, 29.94890022277832 31.183900833129883)",HBE -> ALY,23.700084952171483 mi
"LINESTRING (-89.25279999 31.26479912, -89.07009887695312 30.40730094909668)",HBG -> GPT,60.23133262374628 mi
"LINESTRING (-99.051313 34.991317, -99.20050048830001 35.3398017883)",HBR -> CSM,25.510194850948206 mi
"LINESTRING (75.08489990230001 15.361700058, 73.8313980103 15.3808002472)",HBX -> GOI,83.52173585625377 mi
"LINESTRING (107.6997 24.805, 106.959999084 23.7206001282)",HCJ -> AEB,88.23145602418006 mi
"LINESTRING (120.7300033569336 22.041099548339844, 121.46600341796875 22.673900604248047)",HCN -> GNI,64.21462411801338 mi
"LINESTRING (127.66999816894531 -18.23390007019043, 128.451004 -16.6369)",HCQ -> GYL,121.7619465970434 mi
"LINESTRING (-159.77499389648438 62.18830108642578, -160.190994 62.646702)",HCR -> ANV,34.35517993910769 mi
"LINESTRING (-79.95700073 34.71289825, -79.7238998413086 34.18539810180664)",HCW -> FLO,38.79157614746357 mi
"LINESTRING (68.366096 25.3181, 68.8384017944336 24.84149932861328)",HDD -> BDN,44.24928288794235 mi
"LINESTRING (-99.336502 40.452099, -98.30960083007812 40.967498779296875)",HDE -> GRI,64.5039170248654 mi
"LINESTRING (14.152299881 53.8787002563, 13.306 53.6022)",HDF -> FNB,39.509834846546724 mi
"LINESTRING (114.425555556 36.5258333333, 113.125999 36.247501)",HDG -> CIH,74.79889987279674 mi
"LINESTRING (-158.197006226 21.5795001984, -159.785003662 22.022800445599998)",HDH -> BKH,106.37793627072995 mi
"LINESTRING (-84.8323974609375 35.22010040283203, -85.20379638671875 35.035301208496094)",HDI -> CHA,24.566670716116448 mi
"LINESTRING (48.5525016784668 34.86920166015625, 49.8473014831543 34.138099670410156)",HDM -> AJK,89.36978223685442 mi
"LINESTRING (-107.2180023 40.48120117, -106.9179993 39.64260101)",HDN -> EGE,60.07478960130887 mi
"LINESTRING (56.17250061035156 27.158300399780273, 56.37779998779297 27.218299865722656)",HDR -> BND,13.281252471029013 mi
"LINESTRING (31.0487003326 -24.368600845299998, 31.522499 -24.744165)",HDS -> ASS,39.496245181116976 mi
"LINESTRING (100.392997742 6.93320989609, 100.39800262451172 6.189670085906982)",HDY -> AOR,51.375358472685825 mi
"LINESTRING (62.22829818725586 34.209999084472656, 61.06489944458008 36.50120162963867)",HEA -> CKT,171.3421549023186 mi
"LINESTRING (96.79199981689453 20.746999740600586, 98.962600708 18.766799926799997)",HEH -> CNX,196.56886164148557 mi
"LINESTRING (8.90166664124 54.153331756600004, 8.658499717709999 53.7677001953)",HEI -> FCN,28.419342068689478 mi
"LINESTRING (127.308883667 50.1716209371, 127.41200256347656 50.42539978027344)",HEK -> BQS,18.11565776993217 mi
"LINESTRING (24.963300704956 60.317199707031, 24.47279930114746 58.41899871826172)",HEL -> EPU,132.28537418616713 mi
"LINESTRING (25.042800903320312 60.254600524902344, 24.963300704956 60.317199707031)",HEM -> HEL,5.110858466699785 mi
"LINESTRING (25.180299758900002 35.3396987915, 24.149700164794922 35.531700134277344)",HER -> CHQ,59.51523154492355 mi
"LINESTRING (111.823997 40.851398, 109.99700164794922 40.560001373291016)",HET -> BAV,97.78767704147529 mi
"LINESTRING (23.726101 37.893299, 23.9444999695 37.9364013672)",HEW -> ATH,12.271783250336583 mi
"LINESTRING (-69.9693984985 18.4696998596, -69.7419967651 19.2670001984)",HEX -> AZS,57.059765375720495 mi
"LINESTRING (35.04309844970703 32.80939865112305, 35.488399505615234 33.820899963378906)",HFA -> BEY,74.4679423633741 mi
"LINESTRING (-72.649398803711 41.736698150635, -72.68319702149999 41.9388999939)",HFD -> BDL,14.078870888466286 mi
"LINESTRING (117.2979965209961 31.780000686645508, 117.320244444 32.8477333333)",HFE -> BFU,73.78545740404618 mi
"LINESTRING (-15.2272 64.295601, -14.401399612426758 65.2833023071289)",HFN -> EGS,72.44122922399748 mi
"LINESTRING (13.578900337219238 60.02009963989258, 15.515199661254883 60.422000885009766)",HFS -> BLE,72.01164902764927 mi
"LINESTRING (23.668600082397 70.679702758789, 22.139699935913 70.486701965332)",HFT -> HAA,37.56341532217209 mi
"LINESTRING (44.08879852294922 9.518170356750488, 41.85419845581055 9.624699592590332)",HGA -> DIR,152.42583790684347 mi
"LINESTRING (144.22500610351562 -20.815000534057617, 145.307006836 -23.5652999878)",HGD -> BCI,202.24141442219153 mi
"LINESTRING (-66.092779 10.462474, -66.991222 10.601194)",HGE -> CCS,61.77932524338112 mi
"LINESTRING (120.43399810791016 30.22949981689453, 119.778999 31.919701)",HGH -> CZX,123.04680619168477 mi
"LINESTRING (32.500556 10.529167, 34.586299896240234 10.018500328063965)",HGI -> ASO,146.12510412162817 mi
"LINESTRING (7.91583299637 54.185279846200004, 7.373332977294922 53.72472381591797)",HGL -> BMR,38.71784851930571 mi
"LINESTRING (97.97579956054688 19.301300048828125, 98.962600708 18.766799926799997)",HGN -> CNX,74.28448747812878 mi
"LINESTRING (-5.55666017532 9.38718032837, -5.073669910430908 7.738800048828125)",HGO -> BYK,118.5773928463835 mi
"LINESTRING (-77.72949982 39.707901, -77.1660003662 39.168300628699996)",HGR -> GAI,47.89771554183436 mi
"LINESTRING (-13.12909984588623 8.397130012512207, -13.1955 8.61644)",HGS -> FNA,15.817774734886667 mi
"LINESTRING (144.29600524902344 -5.826789855957031, 144.9709930419922 -6.024290084838867)",HGU -> CMU,48.35395212290206 mi
"LINESTRING (141.46600341796875 40.556400299072266, 140.6909942626953 40.73469924926758)",HHE -> AOJ,42.456602423583554 mi
"LINESTRING (-80.6975021362 32.2243995667, -80.6343994141 32.4122009277)",HHH -> BFT,13.488960496932165 mi
"LINESTRING (-158.0399933 21.48349953, -158.197006226 21.5795001984)",HHI -> HDH,12.076345718967728 mi
"LINESTRING (7.26389 49.9487, 7.16333293915 50.7688903809)",HHN -> BNJ,56.84338496386234 mi
"LINESTRING (114.152153015 22.2893714905, 113.069999695 23.083299636799996)",HHP -> FUO,88.13628442635074 mi
"LINESTRING (99.951499939 12.6361999512, 100.74700164794922 13.681099891662598)",HHQ -> BKK,89.8707758199119 mi
"LINESTRING (-118.334999 33.922798, -118.35900115966797 34.20069885253906)",HHR -> BUR,19.250396407081343 mi
"LINESTRING (-142.61399841308594 -17.544700622558594, -140.88699340820312 -15.819899559020996)",HHZ -> FGU,165.12513652575615 mi
"LINESTRING (119.125 33.7908333333, 117.320244444 32.8477333333)",HIA -> BFU,122.89451959142335 mi
"LINESTRING (-92.83899689 47.38660049, -93.50980377 47.21110153)",HIB -> GPZ,33.69028152378214 mi
"LINESTRING (142.289993286 -10.586400032, 142.459 -10.9508)",HID -> ABM,27.668138962746035 mi
"LINESTRING (-111.973086 41.12403, -112.061996 41.552399)",HIF -> BMC,29.95500016360509 mi
"LINESTRING (-114.358002 34.571098, -114.623001099 34.7663002014)",HII -> EED,20.215883641166158 mi
"LINESTRING (132.919006348 34.4361000061, 130.4510040283203 33.585899353027344)",HIJ -> FUK,153.06738026404597 mi
"LINESTRING (80.9814 8.04981, 80.42790222170001 8.30148983002)",HIM -> ACJ,41.65786003954739 mi
"LINESTRING (128.071747 35.088591, 128.696229 35.140248)",HIN -> CHF,35.47523958145661 mi
"LINESTRING (-122.949997 45.540401, -123.878997803 46.158000946)",HIO -> AST,61.80503134521935 mi
"LINESTRING (160.05499267578 -9.4280004501343, 160.948611111 -9.19138888889)",HIR -> AFT,63.08556985887275 mi
"LINESTRING (132.41400146484375 34.36690139770508, 132.919006348 34.4361000061)",HIW -> HIJ,29.184328096527313 mi
"LINESTRING (109.7 27.4411111111, 110.443001 29.1028)",HJJ -> DYG,123.39342318585037 mi
"LINESTRING (79.91860198970001 24.817199707, 78.22779846191406 26.29330062866211)",HJR -> GWL,146.6593650926547 mi
"LINESTRING (140.822006226 41.7700004578, 140.6909942626953 40.73469924926758)",HKD -> AOJ,71.85617306418645 mi
"LINESTRING (113.915001 22.308901, 114.152153015 22.2893714905)",HKG -> HHP,15.22032995601016 mi
"LINESTRING (170.98500061035156 -42.713600158691406, 170.1280059814453 -43.906700134277344)",HKK -> GTN,93.01566790016508 mi
"LINESTRING (150.40499877929688 -5.462170124053955, 146.649541855 -7.216286671410001)",HKN -> BUL,284.94299717964066 mi
"LINESTRING (98.316902 8.1132, 100.392997742 6.93320989609)",HKT -> HDY,163.92199844759162 mi
"LINESTRING (-81.38950348 35.74110031, -80.94309997558594 35.2140007019043)",HKY -> CLT,44.24084960079312 mi
"LINESTRING (27.9260997772 -25.938499450699997, 28.1401004791 -25.986299514799995)",HLA -> GCJ,13.69809617313142 mi
"LINESTRING (119.824996948 49.2050018311, 114.64600372314453 48.13570022583008)",HLD -> COQ,247.53370042608012 mi
"LINESTRING (-5.645943 -15.957725, -14.3937 -7.9696)",HLE -> ASI,808.4432902640252 mi
"LINESTRING (15.8233 57.525799, 12.847100257873535 56.29610061645508)",HLF -> AGH,140.77238255628322 mi
"LINESTRING (-80.6463012695 40.1749992371, -79.9301986694336 40.354400634765625)",HLG -> AGC,39.73797239736296 mi
"LINESTRING (122.008333 46.195333, 123.019722 45.505278)",HLH -> DBC,68.13461317377524 mi
"LINESTRING (-121.410003662 36.8932991028, -122.500999451 37.513401031499995)",HLI -> HAF,73.75970666977547 mi
"LINESTRING (23.5580997467041 56.07059860229492, 26.6650009155 55.944721221900004)",HLJ -> DGP,120.32178270453966 mi
"LINESTRING (-111.98300170898438 46.6068000793457, -112.49700164794922 45.95479965209961)",HLN -> BTM,51.301717875299474 mi
"LINESTRING (106.89099884033203 -6.266610145568848, 106.65599823 -6.1255698204)",HLP -> CGK,18.85576440856737 mi
"LINESTRING (-97.71450042720001 31.138700485199998, -97.82890319820001 31.067199707)",HLR -> GRK,8.37943355043559 mi
"LINESTRING (142.06500244140625 -37.64889907836914, 142.98899841308594 -37.30939865112305)",HLT -> ARY,55.83050917269915 mi
"LINESTRING (175.332000732 -37.8666992188, 174.97300720214844 -37.029701232910156)",HLZ -> AMZ,61.092233457881406 mi
"LINESTRING (69.08609771728516 61.028499603271484, 66.698601 63.686901)",HMA -> EYK,198.95361979828945 mi
"LINESTRING (31.742778 26.342778, 31.0119991302 27.0464992523)",HMB -> ATZ,66.32584307225044 mi
"LINESTRING (6.140439987180001 31.673000335699996, 6.77679014206 33.5113983154)",HME -> ELU,132.3129169401103 mi
"LINESTRING (132.80499267578125 -23.93000030517578, 133.90199279785156 -23.806699752807617)",HMG -> ASP,69.83535367218876 mi
"LINESTRING (93.669197 42.8414, 89.512006 46.804169)",HMI -> FYN,341.17705901826565 mi
"LINESTRING (26.933399 49.359699, 25.98080062866211 48.259300231933594)",HMJ -> CWC,87.51737181801624 mi
"LINESTRING (-106.107002258 32.8525009155, -105.990997314 32.8399009705)",HMN -> ALM,6.789896352090997 mi
"LINESTRING (-111.047996521 29.095899581900003, -110.92500305175781 27.9689998626709)",HMO -> GYM,78.21922252752957 mi
"LINESTRING (11.067999839782715 60.81809997558594, 10.617199897766113 59.89580154418945)",HMR -> FBU,65.56064306784361 mi
"LINESTRING (15.082799911499023 65.80609893798828, 12.217499732971 65.461097717285)",HMV -> BNN,85.07747811672213 mi
"LINESTRING (126.486 36.703999, 127.498741 36.717008)",HMY -> CJJ,56.103059911027366 mi
"LINESTRING (141.13499450683594 39.4286003112793, 140.218994140625 39.6156005859375)",HNA -> AXT,50.50130046331296 mi
"LINESTRING (139.779999 35.552299, 140.43099975585938 37.22740173339844)",HND -> FKS,121.27047423275256 mi
"LINESTRING (-135.410111 58.0961, -134.897994995 58.2543983459)",HNH -> FNR,21.62820367981991 mi
"LINESTRING (-157.924228 21.32062, -158.0399933 21.48349953)",HNL -> HHI,13.494906792239263 mi
"LINESTRING (-156.01400756835938 20.79560089111328, -155.554000854 19.760099411)",HNM -> BSF,77.51007423499486 mi
"LINESTRING (-135.5240020751953 59.24380111694336, -135.7070007 58.4253006)",HNS -> GST,56.93078762389078 mi
"LINESTRING (112.627998 26.9053, 113.220001221 28.189199447599997)",HNY -> CSX,95.83635809617554 mi
"LINESTRING (40.00400161743164 -1.5219999551773071, 39.64830017089844 -0.4635080099105835)",HOA -> GAS,77.15329908714091 mi
"LINESTRING (-103.2170029 32.6875, -104.26300048828125 32.337501525878906)",HOB -> CNM,65.56742200461636 mi
"LINESTRING (42.97629928588867 14.753000259399414, 42.64500045776367 13.071800231933594)",HOD -> ASA,118.26677780595347 mi
"LINESTRING (100.43699646 20.2572994232, 99.88289642330001 19.952299118)",HOE -> CEI,41.673180112494975 mi
"LINESTRING (49.485198974609375 25.28529930114746, 50.152000427199994 26.265399932900003)",HOF -> DHA,79.4171064311778 mi
"LINESTRING (-76.31510162353516 20.785600662231445, -76.62139892578125 20.396400451660156)",HOG -> BYM,33.40112422153731 mi
"LINESTRING (9.69999980927 47.3849983215, 9.560770034789998 47.4850006104)",HOH -> ACH,9.49134244881435 mi
"LINESTRING (-140.9459991455078 -18.074800491333008, -142.61399841308594 -17.544700622558594)",HOI -> HHZ,115.67667939890165 mi
"LINESTRING (130.638000488 -18.3367004395, 128.451004 -16.6369)",HOK -> GYL,185.91257015719268 mi
"LINESTRING (-151.4770050048828 59.645599365234375, -151.2449951171875 60.57310104370117)",HOM -> ENA,64.58079354187679 mi
"LINESTRING (-98.22850036621094 44.38520050048828, -97.15470123 44.91400146)",HON -> ATY,64.19356189893938 mi
"LINESTRING (-87.49620056150002 36.668598175, -87.4150009155 36.6218986511)",HOP -> CKV,5.538484751792878 mi
"LINESTRING (11.856389045715332 50.288612365722656, 11.64 49.985001)",HOQ -> BYU,23.062961912024935 mi
"LINESTRING (-28.715900421142578 38.519901275634766, -28.029800415039062 39.092201232910156)",HOR -> GRW,54.11344708933073 mi
"LINESTRING (-70.2225036621 -37.444698333699996, -70.113602 -38.975498)",HOS -> APZ,105.93430462164132 mi
"LINESTRING (-93.09619903564453 34.47800064086914, -92.81330108642578 33.22100067138672)",HOT -> ELD,88.35522330964217 mi
"LINESTRING (-95.27890015 29.64539909, -95.1587982178 29.607299804700002)",HOU -> EFD,7.67879630093902 mi
"LINESTRING (6.0741000175476 62.180000305176, 6.119699954986572 62.5625)",HOV -> AES,26.468826015744234 mi
"LINESTRING (94.91400146484375 24.899599075317383, 92.6196975708 23.840599060099997)",HOX -> AJL,161.87460075896 mi
"LINESTRING (-174.34100341796875 -19.777000427246094, -174.957992554 -21.378299713100002)",HPA -> EUA,117.61789011011719 mi
"LINESTRING (-166.1470032 61.52389908, -166.0390015 61.78030014)",HPB -> CZF,18.06665608830569 mi
"LINESTRING (110.34 31.626, 108.931 32.708099)",HPG -> AKA,111.26940799390802 mi
"LINESTRING (106.7249984741211 20.819400787353516, 105.80699920654297 21.221200942993164)",HPH -> HAN,65.39276757873601 mi
"LINESTRING (-73.70760345458984 41.06700134277344, -73.48220062259999 41.371498107899995)",HPN -> DXR,24.08046424263406 mi
"LINESTRING (-123.93699646 46.971199035599994, -123.878997803 46.158000946)",HQM -> AST,56.254692650375965 mi
"LINESTRING (126.25 45.6234016418457, 125.140555556 46.7463888889)",HRB -> DQA,94.00343182917813 mi
"LINESTRING (31.0928 -17.931801, 29.861900329589844 -19.436399459838867)",HRE -> GWE,131.52098261142459 mi
"LINESTRING (33.799400329589844 27.178300857543945, 33.64550018310547 28.208999633789062)",HRG -> ELT,71.83488740046373 mi
"LINESTRING (81.124128 6.284467, 81.62594 7.33776)",HRI -> ADP,80.5084760311455 mi
"LINESTRING (36.290000915527344 49.924800872802734, 36.5900993347168 50.643798828125)",HRK -> EGO,51.41482684621603 mi
"LINESTRING (-97.65440368652344 26.228500366210938, -97.4259033203125 25.90679931640625)",HRL -> BRO,26.366575875024083 mi
"LINESTRING (3.311539888381958 32.93040084838867, 3.794110059738159 32.38410186767578)",HRM -> GHA,47.040084098601604 mi
"LINESTRING (-93.15470123291016 36.26150131225586, -93.200544 36.532082)",HRO -> BKG,18.86857352056312 mi
"LINESTRING (29.106199264526367 -28.23509979248047, 27.908899307250977 -28.82309913635254)",HRS -> FCB,83.26471789764413 mi
"LINESTRING (-1.2527500391 54.0489006042, -1.01065635681 53.4805378105)",HRT -> DSA,40.496058202039585 mi
"LINESTRING (130.302001953 33.149700164799995, 130.4510040283203 33.585899353027344)",HSG -> FUK,31.341229431308 mi
"LINESTRING (-115.134002686 35.9728012085, -116.032997 36.6194)",HSH -> DRA,67.09817523996239 mi
"LINESTRING (-0.316666990519 42.0760993958, -1.5311111 43.4683333)",HSK -> BIQ,114.22254414871225 mi
"LINESTRING (-156.3509979 65.69789886, -157.856989 67.1063)",HSL -> ABL,105.84539312231463 mi
"LINESTRING (142.17300415039062 -36.669700622558594, 142.98899841308594 -37.30939865112305)",HSM -> ARY,63.09941146935868 mi
"LINESTRING (122.361999512 29.9342002869, 120.43399810791016 30.22949981689453)",HSN -> HGH,117.06124014671674 mi
"LINESTRING (75.75530242919922 29.179399490356445, 77.103104 28.5665)",HSS -> DEL,91.88783928883501 mi
"LINESTRING (-80.38359833 25.48859978, -81.7752990723 26.1525993347)",HST -> APF,97.96386707803157 mi
"LINESTRING (-86.775100708008 34.637199401855, -86.94539642330001 34.652698516799994)",HSV -> DCU,9.739184816631289 mi
"LINESTRING (120.939002991 24.8180007935, 120.39299774169922 23.46179962158203)",HSZ -> CYI,99.82895526725265 mi
"LINESTRING (113.306 52.026299, 114.64600372314453 48.13570022583008)",HTA -> COQ,275.2915476248488 mi
"LINESTRING (102.49099731445312 71.97810363769531, 80.37966918945312 73.51780700683594)",HTG -> DKS,462.4993462300469 mi
"LINESTRING (148.95199585 -20.3581008911, 149.27000427246094 -20.803300857543945)",HTI -> BMP,37.00471432077596 mi
"LINESTRING (-84.671095 44.359798, -84.47499847410002 43.9706001282)",HTL -> GDW,28.593754365172742 mi
"LINESTRING (79.86489868164062 37.03850173950195, 80.291702 41.262501)",HTN -> AKU,292.74679542254273 mi
"LINESTRING (123.805999756 24.0589008331, 121.46600341796875 22.673900604248047)",HTR -> GNI,176.58985675839247 mi
"LINESTRING (-82.55799866 38.36669922, -81.59320068359375 38.37310028076172)",HTS -> CRW,52.26582893275948 mi
"LINESTRING (90.841495 38.201984, 94.786102 36.4006)",HTT -> GOQ,249.95425341836955 mi
"LINESTRING (142.36000061035156 -35.715301513671875, 142.17300415039062 -36.669700622558594)",HTU -> HSM,66.76259790902523 mi
"LINESTRING (-95.5871963501 30.7469005585, -95.414497 30.351801)",HTV -> CXO,29.169107009073244 mi
"LINESTRING (36.282222747800006 36.36277771, 37.22439956665039 36.18069839477539)",HTY -> ALP,53.97050390314635 mi
"LINESTRING (-86.68479919 34.67869949, -86.775100708008 34.637199401855)",HUA -> HSV,5.878913300781786 mi
"LINESTRING (36.58300018310547 14.25, 37.433998107910156 12.51990032196045)",HUE -> GDQ,132.51973430238175 mi
"LINESTRING (-87.307602 39.4515, -86.61669921875 39.145999908447266)",HUF -> BMG,42.54681421648221 mi
"LINESTRING (-151.02200317382812 -16.68720054626465, -151.75100708007812 -16.444400787353516)",HUH -> BOB,51.110717113420435 mi
"LINESTRING (107.70300293 16.401500701899998, 106.821699142 14.814715357)",HUI -> AOU,124.33674290317448 mi
"LINESTRING (-67.792098999 46.1231002808, -68.0178985596 46.871498107899995)",HUL -> CAR,52.813328281212726 mi
"LINESTRING (121.61799621582031 24.023099899291992, 120.939002991 24.8180007935)",HUN -> HSZ,69.57904232218783 mi
"LINESTRING (119.407222 45.487222, 122.008333 46.195333)",HUO -> HLH,134.41451731854949 mi
"LINESTRING (15.96560001373291 29.11009979248047, 20.2695007324 32.096801757799994)",HUQ -> BEN,328.72415198142846 mi
"LINESTRING (-154.2630005 66.04109955, -152.621994019 66.5518035889)",HUS -> AET,57.64035587724851 mi
"LINESTRING (-97.86060333250002 38.0654983521, -97.2744979858 38.058200836199994)",HUT -> EWK,31.888614363778757 mi
"LINESTRING (-76.20480346679688 -9.878809928894043, -77.59839630126953 -9.347439765930176)",HUU -> ATA,101.78848072668451 mi
