WKT,name,description
"LINESTRING (-87.02189636 30.7241993, -86.522102356 30.778799057)",NSE -> CEW,29.91605033467787 mi
"LINESTRING (51.464698791503906 36.663299560546875, 50.0471 36.240101)",NSH -> GZW,84.03511955851127 mi
"LINESTRING (11.553299903869629 3.722559928894043, 11.493200302124023 2.0756399631500244)",NSI -> BMM,113.86798676033811 mi
"LINESTRING (87.33219909667969 69.31109619140625, 86.62190246582031 67.43720245361328)",NSK -> IAA,130.729983840952 mi
"LINESTRING (173.2209930419922 -41.298301696777344, 172.98899841308594 -41.12329864501953)",NSN -> MZP,17.07697810289591 mi
"LINESTRING (150.83200073242188 -32.037200927734375, 151.341995 -32.787498)",NSO -> CES,59.76967419499542 mi
"LINESTRING (99.9447021484375 8.539620399475098, 98.9861984253 8.09912014008)",NST -> KBV,72.25309030895089 mi
"LINESTRING (14.9224 37.401699, 15.0664 37.466801)",NSY -> CTA,9.091238477964424 mi
"LINESTRING (9.21222 59.565701, 10.617199897766113 59.89580154418945)",NTB -> FBU,53.98549661689858 mi
"LINESTRING (-119.121002197 34.120300293, -118.416 33.4049)",NTD -> AVX,63.89993763718779 mi
"LINESTRING (-1.61073005199 47.153198242200006, -1.3786300420761108 46.701900482177734)",NTE -> EDM,33.0493265433868 mi
"LINESTRING (133.5164 -2.1033, 133.43899536132812 -2.5322399139404297)",NTI -> BXB,30.11512696762388 mi
"LINESTRING (151.83399963378906 -32.79499816894531, 151.647995 -33.0667)",NTL -> BEO,21.65136452838002 mi
"LINESTRING (141.069664 -17.68409, 140.8300018310547 -17.45669937133789)",NTN -> KRB,22.27253689277414 mi
"LINESTRING (136.962005615 37.2930984497, 136.40699768066406 36.39459991455078)",NTQ -> KMQ,69.25159695083521 mi
"LINESTRING (-100.237 25.865601, -100.107002258 25.7784996033)",NTR -> MTY,10.079161760279154 mi
"LINESTRING (-173.791089 -15.977297, -175.632995605 -15.5707998276)",NTT -> NFO,125.65081790811251 mi
"LINESTRING (-76.033501 36.820702, -76.289299 36.937599)",NTU -> NGU,16.282118948012908 mi
"LINESTRING (108.388 3.90871, 106.25800323486328 3.3481199741363525)",NTX -> MWK,151.89607705334632 mi
"LINESTRING (27.173400878900004 -25.333799362199997, 28.1401004791 -25.986299514799995)",NTY -> GCJ,75.21464154285627 mi
"LINESTRING (11.078056 49.498699, 11.64 49.985001)",NUE -> BYU,41.93506639512286 mi
"LINESTRING (-151.005996704 70.2099990845, -151.7429962 68.13359833)",NUI -> AKP,144.6023614753818 mi
"LINESTRING (-138.77200317382812 -19.28499984741211, -140.9459991455078 -18.074800491333008)",NUK -> HOI,165.04319837362755 mi
"LINESTRING (-158.074005 64.729301, -157.727005005 64.8760986328)",NUL -> KYU,14.389772372848485 mi
"LINESTRING (-122.049004 37.4161, -122.122001648 37.659198761)",NUQ -> HWD,17.26626968346221 mi
"LINESTRING (167.401001 -16.0797, 167.923996 -16.264999)",NUS -> CCV,36.99211268686363 mi
"LINESTRING (-122.655998 48.351799, -122.93800354003906 48.4838981628418)",NUW -> LPS,15.828561969210782 mi
"LINESTRING (76.52030181884766 66.06939697265625, 86.62190246582031 67.43720245361328)",NUX -> IAA,290.84747332067377 mi
"LINESTRING (-75.294 2.95015, -76.3816 3.54322)",NVA -> CLO,85.48704197223215 mi
"LINESTRING (65.1707992553711 40.1171989440918, 64.4832992553711 39.775001525878906)",NVI -> BHK,43.41941404159079 mi
"LINESTRING (17.386699676514 68.436897277832, 16.678100585938 68.491302490234)",NVK -> EVE,18.361245892654864 mi
"LINESTRING (-60.364898681640625 -5.118030071258545, -61.278301239014 -5.8113799095154)",NVP -> MNX,79.00513764167704 mi
"LINESTRING (3.1133298873901367 47.002601623535156, 2.3702800273895264 47.058101654052734)",NVS -> BOU,35.203488581153394 mi
"LINESTRING (-48.651402 -26.879999, -49.090301513671875 -26.83060073852539)",NVT -> BNU,27.269209802975432 mi
"LINESTRING (43.76639938354492 -12.298100471496582, 44.430301666259766 -12.131699562072754)",NWA -> AJN,46.2839551186812 mi
"LINESTRING (1.28278005123 52.6758003235, 0.550692 52.648395)",NWI -> KNF,30.737545163523734 mi
"LINESTRING (-75.14820099 40.19979858, -75.2650985718 40.1375007629)",NXX -> BBX,7.524711556000913 mi
"LINESTRING (65.614998 62.110001, 66.698601 63.686901)",NYA -> EYK,114.16453022700968 mi
"LINESTRING (36.978485107421875 -0.3644140064716339, 36.9277992249 -1.31923997402)",NYE -> NBO,66.06570041573826 mi
"LINESTRING (-2.3287599086761475 7.361830234527588, -1.5908199548721313 6.714560031890869)",NYI -> KMS,67.53332380802335 mi
"LINESTRING (37.04100799560547 -0.06239889934659004, 36.978485107421875 -0.3644140064716339)",NYK -> NYE,21.309919595100425 mi
"LINESTRING (72.69889831542969 65.48090362548828, 75.2699966430664 63.18330001831055)",NYM -> NOJ,176.38323750721136 mi
"LINESTRING (16.912200927734375 58.78860092163086, 16.250600814819336 58.586299896240234)",NYO -> NRK,27.563954528326263 mi
"LINESTRING (118.336998 63.294998, 114.03900146484375 62.534698486328125)",NYR -> MJZ,145.02422175309314 mi
"LINESTRING (96.200996 19.623501, 97.21479797363281 19.691499710083008)",NYT -> LIW,66.13237245417953 mi
"LINESTRING (94.9301986694336 21.178800582885742, 94.941399 20.1656)",NYU -> MWQ,70.00992082013614 mi
"LINESTRING (95.093479 22.221638, 95.97789764404297 21.702199935913086)",NYW -> MDL,67.08174490962027 mi
"LINESTRING (21.358200073200003 -7.716939926149999, 20.818500518798828 -7.400889873504639)",NZA -> DUE,42.93419078769316 mi
"LINESTRING (-74.9615020752 -14.854000091600001, -74.20439910888672 -13.154800415039062)",NZC -> AYP,127.90563333919772 mi
"LINESTRING (-8.7017974853516 7.8060193061829, -7.58735990524292 7.272069931030273)",NZE -> MJC,84.78281552955627 mi
"LINESTRING (117.33 49.566667, 119.824996948 49.2050018311)",NZH -> HLD,114.9617290014446 mi
"LINESTRING (-117.73100280761719 33.67610168457031, -117.980003357 33.8720016479)",NZJ -> FUL,19.690810053708542 mi
"LINESTRING (122.767503 47.865833, 123.91799926757812 47.239601135253906)",NZL -> NDG,68.9230130624472 mi
"LINESTRING (-117.2149963 32.69919968, -117.1429977 32.86840057)",NZY -> NKX,12.416363315312287 mi
"LINESTRING (69.07722222219999 33.9225, 68.412902832 33.5312004089)",OAA -> GZI,46.77927138541923 mi
"LINESTRING (149.132995605 -33.3816986084, 149.651992798 -33.4094009399)",OAG -> BHS,29.999969413169946 mi
"LINESTRING (62.2610015869 33.3913002014, 62.18299865722656 32.367000579833984)",OAH -> FAH,70.91763406729137 mi
"LINESTRING (69.26499938959999 34.9460983276, 69.212303 34.565899)",OAI -> KBL,26.43929932154609 mi
"LINESTRING (-77.61209869380001 34.8292007446, -77.04290008539999 35.0730018616)",OAJ -> EWN,36.371062622462716 mi
"LINESTRING (-122.221001 37.721298, -122.122001648 37.659198761)",OAK -> HWD,6.907202555399956 mi
"LINESTRING (-61.4508 -11.496, -61.8465003967 -10.870800018299999)",OAL -> JPR,50.84697067017396 mi
"LINESTRING (171.08200073242188 -44.970001220703125, 170.197998046875 -45.9281005859375)",OAM -> DUD,78.85570102350367 mi
"LINESTRING (-121.762001 36.68190002, -121.84300231933594 36.58700180053711)",OAR -> MRY,7.947532514335825 mi
"LINESTRING (68.838517 33.12575, 68.412902832 33.5312004089)",OAS -> GZI,37.26285400711757 mi
"LINESTRING (-96.726600647 16.9999008179, -95.093697 16.449301)",OAX -> IZT,114.55224740665265 mi
"LINESTRING (64.2246017456 31.863800048799998, 64.36499786376953 31.55970001220703)",OAZ -> BST,22.573959982801718 mi
"LINESTRING (43.266998291015625 11.967000007629395, 43.15950012207031 11.547300338745117)",OBC -> JIB,29.896577620593906 mi
"LINESTRING (-80.8498001099 27.262800216699997, -80.36830139 27.49510002)",OBE -> FPR,33.620716217204205 mi
"LINESTRING (11.2831 48.081402, 11.266944 48.205555)",OBF -> FEL,8.610516933301797 mi
"LINESTRING (4.75333 51.264702, 4.46027994156 51.1893997192)",OBL -> ANR,13.705972781666015 mi
"LINESTRING (-5.399670124053955 56.4635009765625, -6.243060112 56.0574989319)",OBN -> CSA,42.830431153824854 mi
"LINESTRING (143.216995239 42.7332992554, 144.192993164 43.041000366199995)",OBO -> KUH,53.78926218614673 mi
"LINESTRING (4.372192 44.544203, 3.53282 44.502102)",OBS -> MEN,41.451004121908404 mi
"LINESTRING (-156.897003174 66.9123001099, -157.856989 67.1063)",OBU -> ABL,29.168878561127496 mi
"LINESTRING (-21.971679925900002 70.4882288244, -22.6504993439 70.7431030273)",OBY -> CNP,23.504117886031736 mi
"LINESTRING (-80.274803161621 25.325399398804, -80.38359833 25.48859978)",OCA -> HST,13.162723998146877 mi
"LINESTRING (-76.98680114746094 -0.4628860056400299, -77.6718 0.861925)",OCC -> IPI,103.04802281792976 mi
"LINESTRING (-82.22419739 29.17259979, -81.80870056 28.82309914)",OCF -> LEE,34.83713575922588 mi
"LINESTRING (-76.96900177001953 18.404199600219727, -76.82379913330078 17.98859977722168)",OCJ -> KTP,30.255869454804568 mi
"LINESTRING (117.275 -22.54, 118.81300354004 -22.96669960022)",OCM -> CJF,102.33518131985356 mi
"LINESTRING (-117.35399627686 33.217300415039, -117.2799988 33.12829971)",OCN -> CLD,7.491979202497968 mi
"LINESTRING (-73.3583 8.31506, -72.5115 7.92757)",OCV -> CUC,63.81037004381563 mi
"LINESTRING (-77.049797058105 35.570499420166, -77.04290008539999 35.0730018616)",OCW -> EWN,34.376342209431584 mi
"LINESTRING (-4.848879814147949 37.84199905395508, -3.97 38.8563888889)",ODB -> CQM,84.73599869829188 mi
"LINESTRING (10.330900192260742 55.47669982910156, 10.619000434899998 56.2999992371)",ODE -> AAR,57.97002543318742 mi
"LINESTRING (-0.94282501936 51.2341003418, -0.8475000262260437 51.32389831542969)",ODH -> BBS,7.44782782904023 mi
"LINESTRING (115.05000305175781 3.9670000076293945, 114.80500030517578 4.048329830169678)",ODN -> MZV,17.797285552352346 mi
"LINESTRING (114.242996216 57.866100311299995, 108.064 57.773)",ODO -> KCK,227.3905714018925 mi
"LINESTRING (30.67650032043457 46.42679977416992, 31.9197998046875 47.057899475097656)",ODS -> NLV,73.25792774395208 mi
"LINESTRING (101.99400329589844 20.68269920349121, 102.16100311279297 19.897300720214844)",ODY -> LPQ,55.335074609124895 mi
"LINESTRING (36.0022010803 52.934700012200004, 34.176399 53.214199)",OEL -> BZK,78.2085344518001 mi
"LINESTRING (-55.442501068115234 3.3452799320220947, -54.672766 4.111359)",OEM -> DRJ,74.9553113999673 mi
"LINESTRING (18.989999771118164 63.40829849243164, 17.76889991760254 63.04859924316406)",OER -> KRF,45.407464090505165 mi
"LINESTRING (-65.0343 -40.7512, -67.6204986572 -39.0007019043)",OES -> GNR,182.83456792383396 mi
"LINESTRING (-95.912498474121 41.118301391602, -95.760597229 41.2592010498)",OFF -> CBF,12.53634500998824 mi
"LINESTRING (-97.435096740723 41.985500335693, -96.52020264 41.44910049)",OFK -> FET,59.999634456127914 mi
"LINESTRING (-80.859497070312 33.456798553467, -80.80130005 33.92079926)",OGB -> MMT,32.23381815905316 mi
"LINESTRING (-112.0120010376 41.195899963379, -111.973086 41.12403)",OGD -> HIF,5.362553459216058 mi
"LINESTRING (-156.429993 20.8986, -156.67300415039062 20.962900161743164)",OGG -> JHM,16.299821320898342 mi
"LINESTRING (-58.1059 6.80628, -58.25410079956055 6.498549938201904)",OGL -> GEO,23.569742437978608 mi
"LINESTRING (122.97799682617188 24.466899871826172, 123.805999756 24.0589008331)",OGN -> HTR,59.28735991018087 mi
"LINESTRING (-75.46549987790002 44.6819000244, -74.84559631347656 44.93579864501953)",OGS -> MSS,35.087595099467684 mi
"LINESTRING (38.080994 40.966047, 39.527000427199994 39.7102012634)",OGU -> ERC,115.44740586002843 mi
"LINESTRING (5.412779808044434 31.917200088500977, 6.140439987180001 31.673000335699996)",OGX -> HME,45.942682085654184 mi
"LINESTRING (44.6066017151 43.2051010132, 45.0125999451 43.322299957300004)",OGZ -> IGT,21.97417107945221 mi
"LINESTRING (175.38800048828125 -40.20600128173828, 175.63400268554688 -40.97330093383789)",OHA -> MRO,54.56445696395113 mi
"LINESTRING (20.7423 41.18, 21.2821998596 40.4463005066)",OHD -> KSO,58.02578580269954 mi
"LINESTRING (122.43 52.912777777799995, 124.1175 50.371389)",OHE -> JGD,189.90479832601739 mi
"LINESTRING (143.05650329589844 59.410064697265625, 150.72000122070312 59.9109992980957)",OHO -> GDX,269.5381049866545 mi
"LINESTRING (56.62541 24.38604, 56.32400131225586 25.112199783325195)",OHS -> FJR,53.61947849080049 mi
"LINESTRING (-51.0499000549 -6.763100147250001, -50.0013885498 -6.11527776718)",OIA -> CKS,84.76948928812429 mi
"LINESTRING (139.36000061 34.782001495399996, 139.4499969482422 35.4546012878418)",OIM -> NJA,46.75017629866468 mi
"LINESTRING (139.432998657 42.0717010498, 140.822006226 41.7700004578)",OIR -> HKD,74.3892923478953 mi
"LINESTRING (131.736999512 33.479400634799994, 132.235992 34.143902)",OIT -> IWK,54.11656466261851 mi
"LINESTRING (-94.73760223 38.84759903, -94.890296936 38.8308982849)",OJC -> JCI,8.29834049701398 mi
"LINESTRING (127.646003723 26.1958007812, 127.767998 26.3556)",OKA -> DNA,13.38032735950071 mi
"LINESTRING (-97.60070037841797 35.39310073852539, -96.671303 34.804298)",OKC -> ADT,66.44817069635054 mi
"LINESTRING (141.38134 43.117447, 141.69200134277344 42.77519989013672)",OKD -> CTS,28.39120059118344 mi
"LINESTRING (128.701004028 27.4255008698, 127.785003662 26.7220001221)",OKE -> IEJ,74.42116498981511 mi
"LINESTRING (15.91189956665039 -19.149200439453125, 18.122699737548828 -19.60219955444336)",OKF -> GFY,147.46038465997637 mi
"LINESTRING (133.3249969482422 36.18109893798828, 132.88999939 35.4136009216)",OKI -> IZO,58.364349909142874 mi
"LINESTRING (133.854995728 34.7569007874, 132.919006348 34.4361000061)",OKJ -> HIJ,57.66536854113815 mi
"LINESTRING (-86.05899810791 40.528198242188, -86.1520996094 40.648101806599996)",OKK -> GUS,9.617641556229646 mi
"LINESTRING (140.6277 -4.9071, 139.482006 -4.8557)",OKL -> DEX,78.95347392682017 mi
"LINESTRING (-95.948699951172 35.668098449707, -96.7731018066 35.9499015808)",OKM -> CUH,50.12963770975084 mi
"LINESTRING (13.673100471496582 -0.6652140021324158, 13.437999725341797 -1.6561599969863892)",OKN -> MVB,70.36826529288514 mi
"LINESTRING (139.34800720214844 35.74850082397461, 139.4499969482422 35.4546012878418)",OKO -> NJA,21.09958470898874 mi
"LINESTRING (143.405673 -9.752801, 143.76699829101562 -9.583330154418945)",OKR -> NLF,27.254449330409926 mi
"LINESTRING (17.05940055847168 -18.81279945373535, 19.719400405884 -17.956499099731)",OKU -> NDU,184.16836646051715 mi
"LINESTRING (151.73500061035156 -27.411399841308594, 153.007995605 -27.5702991486)",OKY -> ACF,78.79306481802479 mi
"LINESTRING (9.604000091552734 63.69889831542969, 7.824520111084 63.111801147461)",OLA -> KSU,68.37136518895053 mi
"LINESTRING (9.51763 40.898701, 9.097780227661133 41.5005989074707)",OLB -> FSC,46.967343962740124 mi
"LINESTRING (-68.9204120636 -3.46792950765, -69.9432 -4.19355)",OLC -> LET,86.51774827672195 mi
"LINESTRING (-105.574996948 48.094501495399996, -106.614998 48.212502)",OLF -> GGW,48.62707335767805 mi
"LINESTRING (166.557998657 -14.881699562099998, 167.966995239 -15.3066997528)",OLJ -> LOD,98.47436340214469 mi
"LINESTRING (15.91 -1.226666, 15.95009994506836 -0.5313500165939331)",OLL -> FTX,48.1220365300172 mi
"LINESTRING (-122.9029999 46.9693985, -122.5810013 47.07920074)",OLM -> GRF,16.95803308190061 mi
"LINESTRING (136.876998901 -30.485000610399997, 138.42599487304688 -30.59830093383789)",OLP -> LGH,92.50868994664974 mi
"LINESTRING (-110.848 31.4177, -110.34400177001953 31.588499069213867)",OLS -> FHU,31.95006783680636 mi
"LINESTRING (-89.78690338130001 34.9786987305, -89.97669982910156 35.04240036010742)",OLV -> MEM,11.607651575641682 mi
"LINESTRING (120.471001 60.397499, 118.336998 63.294998)",OLZ -> NYR,211.91497737787216 mi
"LINESTRING (-95.894096 41.3032, -95.760597229 41.2592010498)",OMA -> CBF,7.568991125729279 mi
"LINESTRING (9.262689590454102 -1.5747300386428833, 10.245699882507324 -0.7043889760971069)",OMB -> LBQ,90.70562603496398 mi
"LINESTRING (124.56500244140625 11.057999610900879, 123.97899627686 10.307499885559)",OMC -> CEB,65.36051478380813 mi
"LINESTRING (16.446699 -28.5847, 16.5333 -28.575001)",OMD -> ALJ,5.2970828375860135 mi
"LINESTRING (-165.44500732421875 64.51219940185547, -163.007003784 64.5504989624)",OME -> GLV,72.48095335719037 mi
"LINESTRING (36.259201 32.3564, 35.991600036621094 31.972700119018555)",OMF -> ADJ,30.78691475602122 mi
"LINESTRING (45.0686988831 37.6680984497, 46.127899169921875 37.347999572753906)",OMH -> ACP,62.12463467959961 mi
"LINESTRING (49.5349006652832 30.8351993560791, 49.6772 30.7444)",OMI -> AKW,10.521312600850765 mi
"LINESTRING (17.84589958190918 43.282901763916016, 18.268199920654297 42.5614013671875)",OMO -> DBV,54.23726495995921 mi
"LINESTRING (21.90250015258789 47.025299072265625, 21.615299224853516 47.48889923095703)",OMR -> DEB,34.74823701058082 mi
"LINESTRING (73.31050109863281 54.96699905395508, 69.594597 53.329102)",OMS -> KOV,188.16014264448057 mi
"LINESTRING (15.9526 -17.878201, 17.05940055847168 -18.81279945373535)",OND -> OKU,97.15254089517016 mi
"LINESTRING (139.17799377441406 -16.662500381469727, 139.53399658203125 -17.748600006103516)",ONG -> BUC,78.63553269600372 mi
"LINESTRING (140.371002197 40.1918983459, 140.218994140625 39.6156005859375)",ONJ -> AXT,40.6257050653612 mi
"LINESTRING (112.480003 68.514999, 102.49099731445312 71.97810363769531)",ONK -> HTG,333.3815620211377 mi
"LINESTRING (-117.01399993896 44.020500183105, -116.223 43.5644)",ONO -> BOI,50.4926883884748 mi
"LINESTRING (-124.057999 44.580399, -123.2900009 44.49720001)",ONP -> CVO,38.25702885994828 mi
"LINESTRING (32.0886001587 41.506401062, 32.995098114 40.128101348899996)",ONQ -> ESB,106.37524325712758 mi
"LINESTRING (115.1129989624 -21.668300628662, 115.40599822998047 -20.86440086364746)",ONS -> BWB,58.66116546286329 mi
"LINESTRING (-117.60099792480469 34.055999755859375, -117.637001 33.97470093)",ONT -> CNO,5.983753605305641 mi
"LINESTRING (-79.86740112304688 9.356639862060547, -79.599602 8.91479)",ONX -> BLB,35.57771556630072 mi
"LINESTRING (-165.0870056 60.54140091, -164.70100402832 60.471000671387)",OOK -> NME,14.002632028338923 mi
"LINESTRING (153.505004883 -28.1644001007, 153.56199646 -28.8339004517)",OOL -> BNK,46.38778215257522 mi
"LINESTRING (148.973999023 -36.3005981445, 147.88800048828125 -36.18280029296875)",OOM -> CYG,61.06339244043981 mi
"LINESTRING (-80.278397 25.907, -80.2407 26.0012)",OPF -> HWO,6.917183372426341 mi
"LINESTRING (-8.68138980865 41.2481002808, -8.445139884949999 41.5871009827)",OPO -> BGZ,26.428724104863186 mi
"LINESTRING (-55.58610916137695 -11.885000228881836, -57.5495 -11.2966)",OPS -> JUA,138.97102200383873 mi
"LINESTRING (142.932998657 -8.05000019073, 143.207992554 -9.08675956726)",OPU -> DAU,74.05684275812706 mi
"LINESTRING (-64.3292007446 -23.1527996063, -64.31289672850001 -22.7733001709)",ORA -> BJO,26.24167703003281 mi
"LINESTRING (15.038000106811523 59.22370147705078, 14.49590015411377 59.34590148925781)",ORB -> KSK,20.911624504404564 mi
"LINESTRING (-87.9048 41.9786, -87.60790252685547 41.85879898071289)",ORD -> CGX,17.36415804274405 mi
"LINESTRING (1.7605600357100002 47.9878005981, 0.20166699588298798 47.94860076904297)",ORE -> LME,72.16628406767894 mi
"LINESTRING (-76.20120239257812 36.89459991455078, -76.289299 36.937599)",ORF -> NGU,5.701815666265523 mi
"LINESTRING (-55.190701 5.81108, -54.4003 5.6076)",ORG -> MOJ,56.13036457607726 mi
"LINESTRING (-71.87570190429688 42.26729965209961, -71.28900146 42.47000122)",ORH -> BED,33.06290760801021 mi
"LINESTRING (-60.03499984741211 4.725269794464111, -59.491481781 5.17275476456)",ORJ -> KAI,48.53606033171789 mi
"LINESTRING (-8.491109848022461 51.84130096435547, -9.484169960021973 51.66859817504883)",ORK -> BYT,44.11818292500472 mi
"LINESTRING (-81.332901 28.5455, -81.30899810791016 28.429399490356445)",ORL -> MCO,8.152135885856076 mi
"LINESTRING (-0.6211829781529999 35.6239013672, -0.593275010586 35.1717987061)",ORN -> BFW,31.277144649754657 mi
"LINESTRING (25.3167 -21.266701, 27.47450065612793 -21.15959930419922)",ORP -> FRW,139.18472944710481 mi
"LINESTRING (-141.9290009 62.9612999, -145.4570007 62.1548996)",ORT -> GKN,125.37415704648684 mi
"LINESTRING (-67.0762023926 -17.962600708, -66.1771011352539 -17.421100616455078)",ORU -> CBB,70.01859686780944 mi
"LINESTRING (-161.0189972 66.81790161, -160.43699646 66.9759979248)",ORV -> IAN,19.190986786417653 mi
"LINESTRING (64.58599853519999 25.274700164799995, 62.329498291015625 25.233299255371094)",ORW -> GWD,141.03706760749947 mi
"LINESTRING (-55.83620071411133 -1.7140799760818481, -56.000701904297 -4.2423400878906)",ORX -> ITB,175.0561623751991 mi
"LINESTRING (2.3794444 48.7233333, 2.441390037536621 48.969398498535156)",ORY -> LBG,17.233384625454576 mi
"LINESTRING (-83.394096 44.451599, -83.422302 44.312801)",OSC -> ECA,9.69073950161061 mi
"LINESTRING (14.50030040741 63.194400787354, 14.422900199890137 62.04779815673828)",OSD -> EVG,79.26161884253486 mi
"LINESTRING (37.507222 55.511667, 38.0600013733 55.6171989441)",OSF -> BKA,22.79537278498831 mi
"LINESTRING (-88.55699920654297 43.98440170288086, -88.48840332030001 43.7711982727)",OSH -> FLD,15.12206401159587 mi
"LINESTRING (18.810199737548828 45.46269989013672, 20.2575 44.935299)",OSI -> BJY,79.3276645776346 mi
"LINESTRING (16.497999 57.350498, 15.8233 57.525799)",OSK -> HLF,27.860568033077453 mi
"LINESTRING (11.0502 60.121, 10.617199897766113 59.89580154418945)",OSL -> FBU,21.581487138062407 mi
"LINESTRING (43.1474 36.305801, 43.963199615478516 36.23759841918945)",OSM -> EBL,45.68771978501668 mi
"LINESTRING (127.029999 37.090599, 126.791 37.5583)",OSN -> GMP,34.88155438915537 mi
"LINESTRING (17.107500076293945 54.47890090942383, 18.46619987487793 54.377601623535156)",OSP -> GDN,55.05678065701253 mi
"LINESTRING (18.111099243164062 49.6963005065918, 18.6135005951 49.231498718299996)",OSR -> ILZ,39.24735476486359 mi
"LINESTRING (72.793296814 40.6090011597, 72.2939987183 40.7276992798)",OSS -> AZN,27.422053676784834 mi
"LINESTRING (2.8622200489 51.198898315399994, 3.20472002029 50.817199707)",OST -> KJK,30.28616614948589 mi
"LINESTRING (-83.072998 40.0798, -82.891899 39.998001)",OSU -> CMH,11.122884932742595 mi
"LINESTRING (58.59560012817383 51.0724983215332, 57.206699 50.2458)",OSW -> AKX,83.44554249941385 mi
"LINESTRING (11.57859992981 64.472198486328, 12.217499732971 65.461097717285)",OSY -> BNN,70.83348483948511 mi
"LINESTRING (-124.24600219726562 43.41709899902344, -123.21199798583984 44.12459945678711)",OTH -> EUG,71.0707540125115 mi
"LINESTRING (128.324996948 2.0459899902300003, 127.89600372314453 1.1852799654006958)",OTI -> KAZ,66.4420528510028 mi
"LINESTRING (16.660800933838 -20.434700012207, 15.91189956665039 -19.149200439453125)",OTJ -> OKF,101.28894242990837 mi
"LINESTRING (-123.814002991 45.4182014465, -123.878997803 46.158000946)",OTK -> AST,51.211601502146664 mi
"LINESTRING (-92.44789886 41.10660172, -91.4284973145 40.459899902299995)",OTM -> EOK,69.57571518012979 mi
"LINESTRING (26.085 44.5711111, 26.102100372314453 44.50320053100586)",OTP -> BBU,4.767201516708612 mi
"LINESTRING (-82.96859741210938 8.60155963897705, -83.18219757080078 8.654009819030762)",OTR -> GLF,15.034798560078826 mi
"LINESTRING (-74.7155 7.01037, -74.8089 7.59647)",OTU -> EBG,40.998814478748436 mi
"LINESTRING (-162.598999 66.88469696, -161.0189972 66.81790161)",OTZ -> ORV,43.16256233398389 mi
"LINESTRING (-1.51242 12.3532, -4.33096981048584 11.160099983215332)",OUA -> BOY,207.71392078450987 mi
"LINESTRING (-1.92399001121521 34.787200927734375, -3.0282099247 34.988800048799995)",OUD -> NDR,64.11371988222191 mi
"LINESTRING (16.0379009247 1.6159900426899998, 18.066999435424805 1.6169999837875366)",OUE -> ION,140.14294148769545 mi
"LINESTRING (22.188999176 -33.6069984436, 22.378902 -34.0056)",OUH -> GRJ,29.620511749745724 mi
"LINESTRING (-0.75 60.4252, -1.24361002445 60.192199707)",OUK -> LWK,23.335747977579107 mi
"LINESTRING (25.354600906372 64.930099487305, 24.582099914551 65.778701782227)",OUL -> KEM,62.71473339349194 mi
"LINESTRING (-12.483599662780762 22.756399154663086, -13.04319953918457 20.506799697875977)",OUZ -> ATR,159.53470264727457 mi
"LINESTRING (45.3045272827 -24.235694754699995, 46.95610046386719 -25.03809928894043)",OVA -> FTU,117.61122181718963 mi
"LINESTRING (82.650703430176 55.012599945068, 83.53849792480469 53.363800048828125)",OVB -> BAX,119.44011335798162 mi
"LINESTRING (-6.0346198081970215 43.5635986328125, -5.65556001663208 42.5890007019043)",OVD -> LEN,70.00354003186204 mi
"LINESTRING (20.250699996900003 -34.554901123, 18.6016998291 -33.9648017883)",OVG -> CPT,102.61341690066745 mi
"LINESTRING (-60.216598510699995 -36.8899993896, -58.8172 -38.4831)",OVR -> NEC,134.05224772604979 mi
"LINESTRING (63.60191345214844 61.326622009277344, 65.614998 62.110001)",OVS -> NYA,85.27477970702593 mi
"LINESTRING (-87.16680145 37.74010086, -87.5324020386 38.0369987488)",OWB -> EVV,28.605278215537933 mi
"LINESTRING (-71.1728973389 42.1904983521, -71.00520325 42.36429977)",OWD -> BOS,14.75475356559165 mi
"LINESTRING (-15.65369987487793 11.894800186157227, -15.838079452514648 11.297355651855469)",OXB -> BQE,43.12500318945032 mi
"LINESTRING (-73.135200500488 41.47859954834, -73.48220062259999 41.371498107899995)",OXC -> DXR,19.440935224794462 mi
"LINESTRING (-1.32000005245 51.8368988037, -1.58362 51.75)",OXF -> BZZ,12.765804377487173 mi
"LINESTRING (-119.20700073242 34.200801849365, -119.121002197 34.120300293)",OXR -> NTD,7.423800745956389 mi
"LINESTRING (-59.2189 -29.1058, -58.7619 -27.4455)",OYA -> CNQ,118.03886294410238 mi
"LINESTRING (11.581399917602539 1.5431100130081177, 11.493200302124023 2.0756399631500244)",OYE -> BMM,37.29542213095905 mi
"LINESTRING (-51.79690170288086 3.85548996925354, -52.360401153599994 4.819809913639999)",OYK -> CAY,77.11410307703004 mi
"LINESTRING (39.101398 3.46972, 37.59049987792969 6.0393900871276855)",OYL -> AMH,205.77916113142444 mi
"LINESTRING (-60.3297 -38.3869, -58.8172 -38.4831)",OYO -> NEC,82.12854176592684 mi
"LINESTRING (-51.8041000366 3.89759993553, -51.79690170288086 3.85548996925354)",OYP -> OYK,2.9515622592560082 mi
"LINESTRING (-101.20300292969 30.735300064087, -101.891998291 30.9057006836)",OZA -> IRB,42.543982387176094 mi
"LINESTRING (123.84200286865234 8.178509712219238, 124.20999908447266 7.1652398109436035)",OZC -> CBO,74.40763347487423 mi
"LINESTRING (-5.86667013168 30.3202991486, -4.39833021164 31.9475002289)",OZG -> ERH,142.05836720908505 mi
